captions,id
<start> on a football stadium the player in white try to catch the pigskin but the other prevent it <end>,291
<start> two chinese girls dance and move their body <end>,292
<start> 2 chinese girls are jumping <end>,292
<start> a man comforts a crying woman in a room <end>,293
<start> two people cuddling in the living room in the evening <end>,293
<start> a child slaps a woman in the face in a room <end>,294
<start> white boy slapping a woman in a room at daytime <end>,294
"<start> a child sleeps on a bed. then, he wakes up suddenly <end>",295
<start> in a bed a baby wake up <end>,295
<start> a man in a car plays a guitar <end>,296
<start> a man plays guitar sings a song with 3 young women leaning or sitting at the junk of car. <end>,296
"<start> at night, multiple persons celebrate onstage by kissing, jumping and raising hands <end>",297
<start> in a crowd of people a couple is kissing each other during fireworks <end>,297
<start> a person is holding food with chopsticks <end>,298
<start> a man eats in a tv show <end>,298
<start> a soccer player is scoring a goal on a soccer field at daytime <end>,299
<start> soccer player scoring a volley goal soccer field at nighttime <end>,299
<start> a man is standing next to a bed <end>,300
<start> a man throws hangers in a room at daytime <end>,300
<start> a man sings while driving in a car <end>,301
<start> white guy with pink hair singing in a car at daytime <end>,301
<start> men are going through a terminal at an airport <end>,302
<start> man in suits checking in at an entrance at daytime <end>,302
"<start> in the daytime, two african men sit in a car. one screams and the mobile of the other man falls to the ground <end>",303
<start> in a car one man scared the other man while using his mobile phone <end>,303
<start> a man drawing on a board <end>,304
<start> a man draw a circle in a tv show <end>,304
<start> a boy sings into the camera and smileys in a room <end>,305
<start> white boy moving his lips in a room at daytime <end>,305
<start> a man runs from another man outside at daytime <end>,307
<start> black man pretending to get murdered in the woods at daytime <end>,307
<start> men are boating on a river at daytime <end>,309
<start> 3 men are paddling on a water at daytime. <end>,309
<start> two chinese men speak in an indoor place <end>,310
<start> a chinese man imitate the face of his paper mask <end>,310
"<start> at night, a man plays on piano and an other sings in an outdoor place <end>",312
<start> in a backyard 2 young european men perform a song <end>,312
<start> a hedgehog walks over a street at daytime <end>,313
<start> hedgehog walks on a street at daytime <end>,313
<start> an american football player shoots the ball and the other players follow it in an american football stadium <end>,314
<start> on a american football field a man in yellow and black get very delight <end>,314
<start> a woman sings in a sports hall <end>,315
<start> in a sport hall a girl in dark pink dress is singing <end>,315
<start> a boy sleeps on his table in a classroom <end>,316
<start> white guy sleeping in a classroom in the morning <end>,316
<start> a dog shoves his head through a door crack <end>,317
<start> dog looking through the gap at a partially opened door at daytime <end>,317
<start> football players dance indoors <end>,318
<start> a group of sportsmen in a locker room is jumping and start shouting. <end>,318
"<start> a sportswoman strikes other sportswoman with a long rod, where the second sportswoman flips and flees in a sports hall <end>",319
<start> in a sport stadium a chinese woman in pink clothes is fighting with a spear against the woman in white clothes <end>,319
<start> a little boy smiling <end>,320
<start> a boy says something into the camera on a couch at daytime <end>,320
<start> a person is making faces <end>,321
<start> a boy sings indoors at daytime <end>,321
<start> a cat moves his paws indoors <end>,322
"<start> indoor, a cat playing drums is shown. <end>",322
"<start> at night, a cat follows a moving light on the ground and wall at home <end>",323
<start> in a living room a cat is following the light spot at the ground and the wall <end>,323
<start> a woman does a pole dance <end>,324
<start> stripper falling down dancing pole in a strip club at nighttime <end>,324
"<start> at night, an african man speaks <end>",325
<start> african man in white clothes is talking to the camera <end>,325
<start> a man walks onstage and sings <end>,327
<start> at a podium a man in black and white clothes and with cap perform his song <end>,327
<start> a woman try to organize her clothing while she wears a camera on her clothes <end>,328
<start> in a hall a european woman is preparing herself with a camera <end>,328
"<start> a sportsman runs to the audience in the stadium and speaks with them. then, he gets food and returns again <end>",329
<start> a baseball player eats on a baseball field at daytime <end>,329
"<start> in the daytime, a horse walks in a court <end>",330
<start> in a prairie a little pony is walking through it <end>,330
<start> a woman is laughing in a living room <end>,331
<start> a woman sings behind a table <end>,331
<start> a girl with a cup in her hands speaks in a room <end>,332
<start> little girl bending forward in a bedroom at daytime <end>,332
"<start> in the daytime, a man speaks in an indoor place <end>",333
<start> in a drivers cab a european man with headscarf makes grimaces <end>,333
"<start> an african man speaks and moves his hand at home, while a person drives a 4 wheel motorcycle <end>",334
<start> in a front yard a african man bawl something to a quad bike <end>,334
<start> an iphone hangs on a line indoors <end>,335
<start> a man pretends to let his mobile phone fly in front of a monitor with a black curtain behind. <end>,335
<start> persons are laughing together on a stage <end>,336
<start> 7 persons are sitting in a row in front of a group of 5 persons. <end>,336
<start> 3 men dance on stage <end>,337
<start> 3 men perform on a stage <end>,337
<start> a woman sits and carries a mobile at home <end>,338
<start> in a bedroom a european woman talk to her mobile phone <end>,338
<start> men fight in a shop <end>,339
<start> man hits another man in a mall <end>,339
<start> a basketball player looks into a camera on a basketball field <end>,340
<start> basketball player looks into the camera on a basketball field <end>,340
"<start> in the daytime, a green frog toy falls from a high house to the ground <end>",342
<start> in a backyard kermit the frog is falling from the top of the building <end>,342
<start> a man drops his smartphone in a room <end>,343
<start> man dropping and picking up his phone in a garage <end>,343
<start> a man is slipping in a store <end>,344
